# ASCII output from GENSvis.py
# Contains interpolated values from the
# GFS ensemble on 1.000000 x 1.000000 degrees
# The data in here are for station
# 11120: INNSBRUCK
# Station position:  11.3553 47.2589
# Used grid point 1: 12.0000 48.0000
# Used grid point 2: 12.0000 47.0000
# Used grid point 3: 11.0000 47.0000
# Used grid point 4: 11.0000 48.0000
varname    timestamp    step mem0      mem1      mem2      mem3      mem4      mem5      mem6      mem7      mem8      mem9      mem10     mem11     mem12     mem13     mem14     mem15     mem16     mem17     mem18     mem19     mem20     
tmax2m       1587319200  114   285.294   285.596   283.181   283.826   287.234   281.686   285.660   283.638   284.832   282.169   286.405   283.310   285.127   284.279   284.782   283.944   285.245   283.567   284.476   283.556   285.058
tmax2m       1587340800  120   279.715   279.562   276.677   279.836   280.146   278.443   280.386   279.890   280.419   279.545   280.526   277.697   281.325   279.820   279.133   278.876   280.210   279.417   279.545   278.336   280.432
tmax2m       1587362400  126   277.835   277.804   274.685   278.084   279.269   276.623   278.434   278.402   277.898   277.374   277.394   276.158   279.323   278.384   277.477   276.452   277.508   277.020   277.878   277.840   277.578
tmax2m       1587384000  132   282.142   279.280   282.718   280.664   288.392   279.738   283.680   279.996   281.179   281.885   282.472   283.401   282.391   282.859   282.596   280.445   282.492   282.731   281.601   285.951   278.384
tmax2m       1587405600  138   282.294   278.313   282.870   280.739   288.541   280.386   283.022   280.123   280.968   282.088   282.997   283.441   283.285   282.140   282.053   280.444   282.174   283.481   281.173   286.455   277.834
tmax2m       1587427200  144   277.117   275.299   275.150   278.060   280.097   275.476   278.958   278.275   278.457   279.003   276.914   275.666   280.327   278.466   277.132   276.712   278.543   278.807   278.173   277.911   275.220
tmax2m       1587448800  150   274.596   272.044   274.281   275.643   276.073   272.618   276.354   276.120   275.711   276.147   273.297   271.735   278.199   275.533   274.725   274.267   275.293   276.464   275.282   274.750   272.753
tmax2m       1587470400  156   284.548   279.085   286.052   284.524   287.279   283.163   284.068   277.686   281.076   285.473   281.614   281.079   282.521   282.376   284.502   283.348   279.947   287.285   281.133   283.460   281.445
tmax2m       1587492000  162   284.752   280.081   286.309   284.731   287.373   283.829   284.049   277.060   281.201   286.177   281.975   281.383   281.843   282.928   284.980   283.756   280.029   287.688   281.370   283.707   282.041
tmax2m       1587513600  168   276.479   274.473   275.761   278.969   277.274   275.115   278.063   273.865   274.638   278.099   274.509   274.459   278.290   276.242   276.693   276.553   273.292   277.072   274.646   276.308   275.859
tmax2m       1587535200  174   275.989   271.822   277.207   277.068   276.318   274.329   275.727   271.908   272.250   278.242   272.846   271.719   276.878   274.789   275.995   274.040   271.296   276.505   274.370   274.664   272.267
tmax2m       1587556800  180   285.925   282.580   287.031   285.951   286.008   282.040   283.712   276.818   278.863   288.399   281.189   279.812   280.043   282.570   286.077   283.867   280.594   284.348   283.377   283.857   281.440
tmax2m       1587578400  186   286.145   283.277   287.231   285.795   286.196   282.056   283.925   277.735   279.044   288.345   281.172   280.069   280.628   282.468   286.608   284.148   280.724   284.434   283.170   284.120   281.883
tmax2m       1587600000  192   276.683   275.725   279.331   279.912   277.685   275.898   275.542   276.010   275.230   278.921   274.680   273.114   277.894   275.678   277.866   277.430   273.634   277.183   274.294   276.695   274.480
tmax2m       1587621600  198   276.960   276.027   278.570   279.378   278.736   275.801   274.781   275.048   273.865   279.457   272.218   269.896   276.166   273.823   275.360   275.320   273.441   275.851   274.174   276.606   274.875
tmax2m       1587643200  204   285.572   287.031   283.277   284.506   291.147   285.616   284.765   280.683   282.134   288.943   281.598   278.697   282.494   279.331   283.697   282.587   282.463   283.587   281.988   287.992   283.017
tmax2m       1587664800  210   285.602   287.311   283.594   285.161   291.202   285.855   284.826   280.744   282.418   287.681   281.966   278.712   282.653   279.177   284.145   281.814   282.561   283.077   282.002   287.934   283.008
tmax2m       1587686400  216   277.807   278.275   278.169   280.724   281.693   276.840   276.133   277.565   276.661   280.486   275.089   272.974   277.846   271.698   277.585   277.210   276.150   277.810   275.477   279.735   273.997
tmax2m       1587708000  222   275.182   277.346   275.441   279.724   280.538   275.025   275.568   275.575   275.108   278.811   273.630   271.579   276.038   266.721   275.843   275.622   273.300   276.656   274.299   278.006   273.695
tmax2m       1587729600  228   287.573   282.672   282.681   285.859   289.376   284.771   285.104   278.714   283.590   285.312   283.120   280.968   284.481   274.285   287.425   280.536   275.700   284.633   279.307   280.729   281.604
tmax2m       1587751200  234   287.530   281.970   282.693   285.692   288.233   285.586   285.624   278.648   283.731   284.024   283.338   281.028   284.589   274.833   287.335   280.555   275.689   284.443   277.245   280.518   281.926
tmax2m       1587772800  240   277.347   277.586   276.436   281.014   282.394   276.825   277.221   276.666   275.318   279.597   275.023   273.770   276.678   269.077   277.693   276.418   273.100   279.054   273.584   278.316   275.563
dd10m        1586930400    6   192.590   187.489   184.965   190.897   195.838   187.661   193.768   200.182   199.450   192.338   195.378   193.789   188.681   191.483   192.597   192.428   202.482   193.491   190.712   185.549   192.368
dd10m        1586952000   12    40.522    43.430    41.964    39.360    42.910    44.529    37.809    36.862    34.981    43.406    40.288    35.754    33.044    41.800    40.352    48.819    46.209    31.118    46.717    49.343    42.014
dd10m        1586973600   18    99.757   102.769   110.339   103.127   111.183   111.937    84.770    90.278    96.976   100.846    89.808    85.219   100.134   109.971    87.512   108.386    96.621    97.139   107.875   110.669    99.133
dd10m        1586995200   24   190.399   191.198   191.649   189.047   192.892   189.803   190.243   191.080   189.151   188.863   187.928   183.808   191.712   192.437   191.649   193.266   188.105   188.510   190.106   190.837   191.036
dd10m        1587016800   30   210.077   210.184   212.970   208.259   210.747   209.536   206.672   210.592   206.094   207.990   207.957   208.285   210.661   209.860   210.184   212.287   209.912   211.061   208.622   211.655   208.954
dd10m        1587038400   36   274.328   293.290   298.990   260.213   290.677   275.000   283.880   288.887   262.724   253.466   269.278   271.471   268.232   278.180   277.964   275.863   271.532   269.150   258.744   278.883   276.332
dd10m        1587060000   42     0.294    13.952     3.470     2.007     2.362   353.743   348.367     1.515   355.986   329.672   359.932   354.711     1.717   359.383     1.390    19.896   359.357   345.656   349.445   356.855   348.363
dd10m        1587081600   48   264.176   254.576   233.303   236.116   268.889   253.901   304.020   264.102   243.118   236.165   284.179   308.886   265.912   245.788   218.741   226.566   248.477   281.422   243.329   282.698   316.183
dd10m        1587103200   54   241.019   248.230   219.913   232.933   261.923   252.532   264.818   232.785   228.342   231.999   252.574   239.252   244.263   227.906   230.921   241.339   237.557   257.291   254.520   245.299   244.677
dd10m        1587124800   60   336.135   338.559   347.614   328.692   335.986   331.546   334.753   335.956   333.021   339.922   341.968   357.735   334.929   336.519   343.353   337.594   341.805   332.909   338.714   340.458   350.521
dd10m        1587146400   66     7.159   357.464    14.799     7.736    12.604    16.163    14.704    16.137    26.551     7.036    16.376    32.604     5.067    20.856    17.833    26.816    28.661    13.604     5.727     5.899    19.575
dd10m        1587168000   72   247.841   269.269   288.403   276.648   239.559   224.116   240.259   233.883   224.556   241.090   245.321   252.108   234.990   233.053   233.723   236.055   243.203   229.417   225.636   283.292   234.684
dd10m        1587189600   78   256.115   276.690   291.408   265.680   270.538   238.995   231.460   261.167   257.980   256.314   287.819   249.245   230.949   247.614   231.696   270.612   285.969   255.905   240.612   270.091   234.160
dd10m        1587211200   84   310.317   327.995   334.575   323.734   321.913   295.269   322.854   311.960   347.833   321.318   349.341   322.569   303.367   306.268   312.012   322.687   358.118   358.326   265.238   332.830   289.605
dd10m        1587232800   90    57.411    24.069    12.820    79.559    18.528    18.421    65.392    36.224    96.420    37.578    42.824   352.768   127.773    36.029    56.257   341.649    74.731    65.341   128.302     8.654    21.156
dd10m        1587254400   96   205.782   215.203   234.596   184.329   237.727   233.016   203.869   200.260   201.688   193.562   211.741   305.873   192.882   199.588   207.571   239.868   190.428   191.952   198.577   248.666   210.152
dd10m        1587276000  102   308.660    18.223     0.335   210.379   357.390   325.162   335.459   196.729   243.846   260.236   261.468     8.399   216.855   343.700   338.346   345.676   178.982   209.782   221.374   353.923   221.886
dd10m        1587297600  108    33.602    40.118    37.482    34.772    39.081    12.352    31.275   142.479     5.977     8.880    21.118    44.359   331.658    31.769    28.478    46.099    48.646   341.026   281.418    34.394    52.947
dd10m        1587319200  114    65.047    71.273    63.391    77.453    62.755    65.352    70.371    78.559    32.840    54.879    48.087    48.607   129.576    72.284    58.445    48.727    51.799    40.653    26.099    77.785    70.861
dd10m        1587340800  120   131.078   140.104   106.122   131.147   146.849    95.491   139.920   129.171    93.067   105.771    94.975   103.250   160.560   137.167   124.618   101.940   107.010    81.647    94.281   134.424    88.473
dd10m        1587362400  126    90.950   101.670    76.041   122.799   164.610    70.433   135.612   103.302   109.867   104.206    89.051    72.404   150.531   149.435    90.306   106.645   115.173   116.466   111.528    93.934    69.820
dd10m        1587384000  132    69.440    74.020    71.744   126.312    44.585    51.142    96.008   102.673   103.907    95.196    73.346    47.465   159.155   109.969    75.322    72.610   100.837   115.665    89.062    76.363    62.342
dd10m        1587405600  138    72.509   102.031    79.659   129.340    45.044    59.065   106.542    90.662    96.335   105.766    71.207    48.094   148.239    48.415    71.935    79.419    96.641   136.417    71.059    78.644    71.269
dd10m        1587427200  144   108.584   131.150   139.359   146.630    86.467    92.481   120.788   100.401    98.389   146.964    79.657    66.079   161.756    75.582   108.232   123.277   102.600   175.891    73.630   112.890   120.714
dd10m        1587448800  150   105.241   129.802   144.851   152.957   107.293    94.169    97.781    68.165    68.929   143.292    65.781    54.785   151.355    71.044   105.157   129.100    56.825   170.595    59.195    51.018   121.713
dd10m        1587470400  156    74.709   113.803    84.586   139.887    85.134    81.067    67.840    46.890    64.120   112.896    58.244    51.366    86.064    81.530    67.677   112.856    59.265    88.624    62.534    49.816    91.505
dd10m        1587492000  162    74.772   113.592    96.569   148.842   102.944    84.069    80.143    33.361    68.634   109.693    67.128    50.773    82.823    85.226    63.489   110.432    67.602    71.495    69.884    56.044    64.284
dd10m        1587513600  168   145.017   155.333   190.232   173.744   182.920   158.276   120.253    72.250   107.159   183.154   121.820    49.211   119.427   147.235    99.327   164.204   102.046   158.022   137.352   108.449    78.663
dd10m        1587535200  174    98.567   147.031   238.143   173.299   234.263    44.986    43.601   103.930   118.368   181.747    60.095    12.102   123.973    86.665    46.236   155.940    75.721    26.014   115.702    19.912    54.220
dd10m        1587556800  180    65.496   117.745   331.992   183.705   350.314    62.376    42.411   106.427   111.588    69.852    47.444    17.718   103.842    53.294    41.024   106.650    62.789    47.930    60.755    29.212    49.838
dd10m        1587578400  186    63.344   131.411   326.197   175.345    26.649    82.429    54.697   100.465   115.629    94.946    45.383    32.608    80.671    58.140    22.738   129.321    69.501    48.892    44.413    41.927    57.655
dd10m        1587600000  192   256.052   186.413   278.302   211.263   203.745   164.134   143.541   146.500   154.086   180.905    47.145    41.803    98.249    68.377     2.891   169.238   146.164   112.343   190.506   164.235   157.074
dd10m        1587621600  198   307.932   198.177   313.882   237.849   203.910   192.390   156.436   134.403   148.722   203.868    36.799    58.199    86.236    14.660    16.104   174.345   122.974   140.138   342.353   197.092    30.905
dd10m        1587643200  204   344.786    26.046   321.796    81.712   227.845    34.352    50.211    98.728    78.253   111.230    37.706    53.852    69.199    11.617    32.243   136.714    62.104    56.831    23.640   205.188    24.077
dd10m        1587664800  210    11.409    93.414   356.321    92.548   197.533    25.923    59.735   103.547    64.505   189.628    44.246    56.911    66.114    14.795    51.021   169.957    55.182    41.127    19.364   210.286    20.627
dd10m        1587686400  216   125.785   200.254    27.100   173.827   213.128   308.660   188.590   186.226   206.304   209.983   158.273   130.827   143.933    23.949   149.339   206.229   166.417   199.270     9.614   219.030    17.739
dd10m        1587708000  222   165.508   337.482    40.126   193.713   211.272   344.969   256.596   191.271   327.953   220.806   170.156   118.490    36.799    25.903   168.199   229.683    27.389   218.413    22.572   263.935    11.633
dd10m        1587729600  228    69.829    36.328    42.702   172.760   234.775    21.328   359.769   116.460   344.324   204.807    23.968    39.912    35.558    26.350    56.824   312.442    39.738    49.680    39.443   277.321    11.214
dd10m        1587751200  234    81.534    36.042    38.220   230.562   281.029    19.187     0.535   294.771   333.043   195.739    17.376    30.897    29.700    24.889    91.592   323.253    27.057    96.598    32.955   307.392    18.527
dd10m        1587772800  240   204.355    86.229    68.202   228.056   199.698   248.567   281.178   335.000   247.058   189.149   265.880   119.123   200.611    15.855   214.512   275.835    28.468   179.640    54.265   215.159    59.556
ff10m        1586930400    6     1.137     1.189     1.120     1.086     1.040     1.308     1.099     1.141     1.220     1.167     1.330     0.924     1.239     1.076     1.001     1.223     0.786     1.236     1.124     1.182     1.277
ff10m        1586952000   12     1.807     1.999     1.734     1.912     1.715     1.724     2.096     1.926     1.846     1.616     1.866     2.082     1.189     1.430     1.836     1.771     1.806     1.717     1.791     1.811     1.912
ff10m        1586973600   18     1.355     1.348     1.339     1.414     1.227     1.395     1.359     1.332     1.405     1.266     1.432     1.524     1.329     1.398     1.337     1.250     1.358     1.383     1.418     1.391     1.407
ff10m        1586995200   24     2.559     2.586     2.600     2.674     2.499     2.648     2.489     2.500     2.563     2.549     2.520     2.581     2.575     2.638     2.498     2.504     2.520     2.624     2.560     2.655     2.549
ff10m        1587016800   30     2.299     2.356     2.293     2.387     2.300     2.397     2.223     2.286     2.362     2.345     2.282     2.275     2.214     2.331     2.350     2.251     2.269     2.278     2.329     2.331     2.314
ff10m        1587038400   36     1.220     1.115     1.383     1.271     1.311     1.185     1.210     1.247     1.227     1.137     1.237     1.235     1.098     1.256     1.407     1.065     1.377     1.052     1.003     1.147     1.137
ff10m        1587060000   42     0.856     0.752     1.156     0.930     1.007     0.910     1.016     0.993     0.731     0.510     0.912     0.886     0.867     0.830     0.993     0.900     0.930     0.717     0.582     1.069     0.719
ff10m        1587081600   48     0.491     0.723     0.448     0.969     0.722     0.533     0.828     0.439     0.739     0.589     0.492     0.398     0.383     0.636     0.341     1.103     0.797     0.478     0.535     0.629     0.546
ff10m        1587103200   54     1.000     1.085     1.262     1.206     1.343     1.080     1.095     1.165     1.266     0.909     0.746     0.709     1.107     1.230     1.201     1.126     1.191     0.862     0.919     1.130     0.823
ff10m        1587124800   60     1.493     1.800     1.397     1.453     2.065     1.504     1.793     1.364     1.281     1.179     1.360     1.645     1.755     1.548     1.279     1.391     1.390     1.692     1.388     1.548     1.279
ff10m        1587146400   66     1.343     1.489     1.404     1.195     1.537     1.219     1.423     0.996     1.027     1.383     1.416     1.247     1.493     1.098     1.382     1.150     1.160     1.477     1.344     1.510     1.186
ff10m        1587168000   72     1.138     1.261     1.217     1.098     1.201     1.863     1.225     1.701     1.477     1.147     1.201     1.380     1.128     1.489     1.200     1.666     1.181     1.368     1.387     0.759     1.586
ff10m        1587189600   78     0.799     1.049     1.125     1.008     0.700     1.406     1.119     0.991     0.844     1.071     0.871     0.918     0.844     1.061     0.819     1.201     0.791     0.754     0.981     0.994     1.164
ff10m        1587211200   84     1.239     2.210     2.099     1.542     1.448     1.667     0.975     1.494     0.562     1.473     1.659     1.742     0.904     1.589     0.827     2.306     1.527     0.668     0.639     2.078     1.364
ff10m        1587232800   90     1.202     1.636     1.476     1.327     1.534     0.580     1.089     0.884     0.604     1.008     1.531     1.755     0.881     1.242     1.095     1.629     1.347     1.164     0.603     1.651     1.111
ff10m        1587254400   96     1.892     1.243     1.177     2.361     1.141     1.615     1.820     2.449     2.078     1.494     1.702     1.436     3.013     1.506     1.834     1.177     1.974     2.304     2.271     1.595     1.709
ff10m        1587276000  102     0.319     0.859     1.666     0.849     0.880     1.316     1.037     1.853     0.834     0.537     0.378     2.452     1.940     0.825     0.819     1.694     1.222     1.554     1.371     2.275     0.152
ff10m        1587297600  108     3.594     2.623     3.577     2.837     2.388     3.165     3.201     0.791     2.398     2.420     1.681     3.054     0.835     2.912     3.369     2.539     1.533     2.122     1.679     3.460     2.270
ff10m        1587319200  114     2.689     2.642     2.919     2.495     2.778     2.426     2.243     1.380     2.767     2.646     3.269     3.034     1.265     2.742     2.500     3.190     2.864     3.119     3.007     2.783     2.201
ff10m        1587340800  120     1.938     1.962     2.068     2.477     1.938     1.821     1.953     1.296     1.873     2.124     2.031     1.609     2.756     2.384     1.607     2.109     2.112     2.442     2.019     2.054     1.643
ff10m        1587362400  126     1.991     1.897     2.443     2.927     1.603     2.400     1.831     1.670     2.252     2.281     2.429     1.118     2.791     2.071     1.742     2.227     2.009     2.666     1.935     1.684     2.465
ff10m        1587384000  132     4.021     3.912     3.814     3.480     3.788     4.245     3.010     2.592     2.976     3.186     3.691     3.607     3.077     1.702     3.792     3.842     2.843     3.135     2.766     3.374     4.413
ff10m        1587405600  138     3.520     3.920     3.060     3.260     2.728     3.954     2.448     2.542     2.723     2.534     3.039     3.350     2.243     2.202     3.537     3.450     2.176     2.680     2.757     2.834     4.131
ff10m        1587427200  144     2.495     3.382     2.121     3.231     1.644     2.460     1.786     2.119     2.379     2.137     2.296     1.840     2.095     2.219     2.601     2.844     1.925     2.274     2.526     1.569     3.441
ff10m        1587448800  150     1.984     3.161     1.767     3.503     1.531     2.513     1.651     2.127     3.072     1.882     2.834     2.722     1.572     3.264     1.857     2.774     3.701     1.274     3.546     2.425     2.898
ff10m        1587470400  156     3.294     3.501     2.655     3.806     2.609     3.261     3.428     3.969     4.391     2.333     4.600     4.259     1.899     3.983     3.591     3.220     4.860     1.434     4.302     4.192     3.244
ff10m        1587492000  162     2.588     2.888     1.793     3.605     1.480     2.504     2.451     3.712     3.990     1.602     3.168     3.019     2.141     2.759     2.687     2.505     3.757     1.560     3.412     2.733     3.139
ff10m        1587513600  168     1.581     2.374     1.852     4.106     2.031     1.418     0.946     2.735     3.163     1.561     1.805     1.128     2.131     1.638     1.358     2.516     2.050     0.460     2.227     0.685     1.728
ff10m        1587535200  174     1.079     2.014     1.109     3.902     1.073     1.494     1.462     3.145     3.150     0.396     1.970     2.563     2.127     1.109     0.970     2.551     2.278     1.866     1.293     1.657     2.451
ff10m        1587556800  180     2.900     2.655     2.122     3.440     2.487     3.516     4.344     3.659     3.573     2.079     4.760     4.699     2.296     3.278     3.132     2.801     4.088     3.737     3.106     3.471     4.214
ff10m        1587578400  186     1.876     1.939     1.465     1.986     1.805     2.533     3.417     2.339     3.012     1.402     3.493     3.981     2.092     2.245     2.691     2.749     2.687     2.974     2.103     2.265     2.883
ff10m        1587600000  192     1.094     2.308     1.808     2.476     1.434     1.964     1.942     2.020     2.502     1.863     1.327     2.149     2.100     1.122     1.746     2.869     1.629     1.327     0.983     1.334     1.315
ff10m        1587621600  198     1.622     1.957     1.855     0.894     1.772     0.632     1.626     1.479     1.723     1.772     1.420     2.111     1.749     2.005     1.949     2.435     0.889     0.538     0.986     1.834     1.124
ff10m        1587643200  204     4.025     0.490     3.147     0.459     0.834     3.035     2.239     1.455     2.061     0.404     3.546     3.657     2.909     3.999     3.381     1.173     2.498     0.980     2.659     0.681     3.712
ff10m        1587664800  210     3.074     0.837     3.029     0.994     0.277     2.302     1.662     0.811     1.542     0.554     2.362     3.034     2.181     4.273     2.412     1.028     1.606     0.840     1.561     1.473     2.331
ff10m        1587686400  216     0.814     1.363     1.589     1.365     2.222     0.276     1.942     1.370     1.025     2.154     1.298     1.079     0.918     2.803     1.511     1.958     1.023     1.868     1.288     3.090     0.922
ff10m        1587708000  222     1.376     0.513     1.439     1.111     1.856     0.972     0.982     1.052     0.745     1.793     0.271     0.221     0.825     2.908     1.456     1.269     0.574     0.849     1.578     1.955     1.958
ff10m        1587729600  228     1.224     2.166     2.827     0.533     1.068     3.261     2.901     0.472     1.949     1.673     2.200     2.208     2.554     4.436     1.373     0.755     2.541     0.372     2.371     1.342     4.099
ff10m        1587751200  234     0.708     2.574     2.958     0.676     0.795     1.793     1.932     0.673     1.075     1.955     1.467     1.846     1.697     3.637     0.489     1.008     2.377     0.760     2.994     0.651     3.176
ff10m        1587772800  240     1.837     1.365     1.465     1.473     1.333     0.907     0.953     1.335     2.167     3.324     1.575     0.588     1.771     0.361     2.110     0.764     1.787     1.850     2.015     1.590     0.488
apcpsfc      1586930400    6     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
apcpsfc      1586952000   12     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
apcpsfc      1586973600   18     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
apcpsfc      1586995200   24     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
apcpsfc      1587016800   30     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
apcpsfc      1587038400   36     0.010     0.010     0.000     0.000     0.010     0.000     0.010     0.000     0.010     0.000     0.010     0.000     0.010     0.010     0.000     0.000     0.010     0.010     0.010     0.000     0.010
apcpsfc      1587060000   42     0.018     0.013     0.016     0.013     0.029     0.011     0.085     0.037     0.013     0.000     0.016     0.026     0.029     0.026     0.024     0.026     0.042     0.011     0.003     0.000     0.013
apcpsfc      1587081600   48     0.000     0.000     0.000     0.000     0.000     0.000     0.012     0.000     0.000     0.000     0.000     0.003     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
apcpsfc      1587103200   54     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
apcpsfc      1587124800   60     0.058     0.099     0.053     0.121     0.201     0.085     0.100     0.016     0.000     0.017     0.082     0.123     0.137     0.067     0.000     0.026     0.282     0.164     0.195     0.024     0.032
apcpsfc      1587146400   66     1.278     1.701     1.631     1.451     1.834     1.382     1.339     1.061     0.509     1.037     1.341     1.525     1.551     1.347     1.161     1.149     1.752     1.218     1.578     1.389     1.309
apcpsfc      1587168000   72     0.515     0.690     1.313     1.133     0.328     0.201     0.251     0.412     0.070     0.126     0.226     0.160     0.403     0.272     0.153     0.132     0.258     0.180     0.298     0.458     0.079
apcpsfc      1587189600   78     0.028     0.088     0.234     0.253     0.037     0.114     0.010     0.009     0.030     0.013     0.039     0.068     0.020     0.098     0.018     0.088     0.098     0.030     0.000     0.009     0.002
apcpsfc      1587211200   84     0.344     0.754     0.827     0.837     0.225     0.241     0.070     0.283     0.417     0.191     0.378     0.281     0.145     0.459     0.176     0.792     0.580     0.125     0.142     0.413     0.224
apcpsfc      1587232800   90     1.243     1.938     2.365     1.579     1.639     1.838     0.944     1.878     4.272     0.639     1.814     1.928     1.459     1.492     1.427     2.905     1.747     0.815     1.676     1.457     1.084
apcpsfc      1587254400   96     0.009     0.232     0.115     0.963     0.063     2.295     0.274     0.059     1.006     0.086     0.083     0.686     0.506     0.578     0.091     0.809     0.058     0.007     0.610     0.117     0.111
apcpsfc      1587276000  102     0.043     0.000     0.045     2.017     0.009     2.239     0.217     0.849     1.441     2.151     0.001     0.229     1.018     0.509     0.210     0.457     0.048     0.332     1.951     0.267     0.075
apcpsfc      1587297600  108     0.397     0.371     0.140     1.889     0.127     3.417     0.800     3.868     2.628     6.388     0.472     0.201     0.492     0.912     0.555     0.595     1.015     2.838     1.903     0.341     0.528
apcpsfc      1587319200  114     0.291     0.572     0.000     2.211     1.174     0.540     1.824     8.084     5.066     2.697     2.173     0.170     3.136     0.657     0.390     1.656     1.389     5.861     6.161     0.000     2.538
